1585834258368,483.44
1585834258368,483.44
1585834258368,483.44
1585834290018,484.19
1585834301750,483.545
1585834311477,481.43
1585834324276,482.43
1585834334914,481.75
1585834334914,481.75
1585834334914,481.75
1585834359147,481.39
1585834378212,480.71
1585834386633,479.44
1585834391106,478.36
1585834391106,478.36
1585834419179,477.51
1585834420838,477.55
1585834439399,477.57
1585834439399,477.57
1585834439399,477.57
1585834439399,477.57
1585834482433,480.02
1585834482433,480.02
1585834497927,481
1585834511688,480.94
1585834523944,482.5
1585834526496,483.3
1585834526496,483.3
1585834526496,483.3
1585834526496,483.3
1585834526496,483.3
1585834587194,483.445
1585834590205,483.3
1585834590205,483.3
1585834615676,483.045
1585834628356,482.73
1585834628356,482.73
1585834647368,483.71
1585834655483,482.71
1585834669084,481.755
1585834669084,481.755
1585834669084,481.755
1585834669084,481.755
1585834705540,481.52
1585834720665,481.01
1585834720665,481.01
1585834739275,482.08
1585834739275,482.08
1585834739275,482.08
1585834739275,482.08
1585834778076,482.78
1585834794986,483.45
1585834800727,483.36
1585834814327,485.61
1585834814327,485.61
1585834834491,485.39
1585834840934,485.6
1585834854174,484.555
1585834865794,484.23
1585834876185,484.81
1585834886864,483.75
1585834895598,482.44
1585834909657,482.87
1585834913540,482.5
1585834924434,482.7
1585834935860,481.89
1585834935860,481.89
1585834935860,481.89
1585834968474,478.16
1585834982942,477.94
1585834993159,477.96
1585834998655,477.75
1585835013202,477.345
1585835013202,477.345
1585835034530,476.97
1585835034530,476.97
1585835051215,474.925
1585835051215,474.925
1585835051215,474.925
1585835081462,473.315
1585835081462,473.315
1585835108530,472.005
1585835116120,471.935
1585835122596,472
1585835139629,470.47
1585835141675,469.86
1585835161116,468.75
1585835161116,468.75
1585835176773,469.255
1585835176773,469.255
1585835202547,468.83
1585835212974,468.405
1585835212974,468.405
1585835229970,470.31
1585835237990,471.085
1585835237990,471.085
1585835237990,471.085
1585835237990,471.085
1585835237990,471.085
1585835295435,470.3
1585835295435,470.3
1585835295435,470.3
1585835295435,470.3
1585835295435,470.3
1585835295435,470.3
1585835295435,470.3
1585835295435,470.3
